date,url,title,sentiment_score,overall_sentiment,positive_count,negative_count,neutral_count,total_sentences
2022-05-30,https://www.bloomberg.co.jp/news/articles/2022-05-30/RCPQ3VT1UM0W01,トヨタがＶＷを100万台余り上回る－１～４月の世界販売実績,-0.1609,ネガティブ,5,5,2,12
2022-06-13,https://www.bloomberg.co.jp/news/articles/2022-06-13/RDFQIQT1UM0Z01,米中高官、台湾情勢など安全保障を協議－サリバン大統領補佐官と楊氏,0.2445,ポジティブ,3,1,2,6
2022-06-13,https://www.bloomberg.co.jp/news/articles/2022-06-13/RDFQ5ST1UM0W01,マイクロストラテジー株急落、ビットコイン関連損失10億ドルに接近,-0.1682,ネガティブ,4,7,2,13
2022-06-13,https://www.bloomberg.co.jp/news/articles/2022-06-13/RDFNK6T0G1KX01,オラクル株急伸、３－５月売上高と利益が市場予想上回る,0.3666,ポジティブ,15,1,2,18
2022-06-13,https://www.bloomberg.co.jp/news/articles/2022-06-13/RDFKV8T0G1KY01,モルガンＳのゴーマン氏、米景気後退入り確率は50％前後,-0.0597,中立,3,4,1,8
2022-06-13,https://www.bloomberg.co.jp/news/articles/2022-06-13/RDFQ3JT0G1KW01,グローバル株式が弱気相場入り、利上げ懸念でリスクテーク意欲薄れる,-0.0398,中立,2,2,3,7
2022-07-20,https://www.bloomberg.co.jp/news/articles/2022-07-20/RFC6XQDWRGG001,テスラがビットコインの大半売却、法定通貨に転換し現金最大化,-0.1909,ネガティブ,4,8,1,13
2022-07-20,https://www.bloomberg.co.jp/news/articles/2022-07-20/RFAXO6DWRGG201,ドル建て日経平均、円安下でも底入れの兆し－海外勢心理に変化の期待,0.1434,ポジティブ,7,2,2,11
2022-07-20,https://www.bloomberg.co.jp/news/articles/2022-07-20/RFC9B5DWRGG001,バイデン氏、10日以内の米中首脳会談見込む－関税撤回検討する中,0.1676,ポジティブ,8,6,3,17
2022-07-20,https://www.bloomberg.co.jp/news/articles/2022-07-20/RFCCOGDWX2PT01,ＨＩＳ、ハウステンボスを香港の投資会社に売却で最終調整－報道,0.3903,ポジティブ,3,0,0,3
2022-07-20,https://www.bloomberg.co.jp/news/articles/2022-07-20/RFC5O8DWLU6801,アルコア４－６月利益が予想上回る、自社株買いも発表－株価上昇,0.1691,ポジティブ,9,3,1,13
2022-08-12,https://www.bloomberg.co.jp/news/articles/2022-08-12/RGIRFHT0G1KW01,ウクライナを選択的デフォルトに格下げ、支払い凍結合意で－Ｓ＆Ｐ,-0.0895,中立,2,3,2,7
2022-08-12,https://www.bloomberg.co.jp/news/articles/2022-08-12/RGIKI1T1UM0W01,ＦＢＩ、トランプ氏邸宅の捜索で最高機密文書など押収,-0.1744,ネガティブ,5,7,2,14
2022-08-12,https://www.bloomberg.co.jp/news/articles/2022-08-12/RGIH9AT0AFB401,【米国市況】Ｓ＆Ｐ500種、週間で今年最長の連続高－ドル133円台半ば,0.0732,中立,22,13,12,47
2022-08-12,https://www.bloomberg.co.jp/news/articles/2022-08-12/RGICY7T1UM0W01,「世紀の空売り」バーリ氏、米国の消費中毒は「冬到来」の前兆と指摘,-0.2372,ネガティブ,5,10,5,20
2022-08-12,https://www.bloomberg.co.jp/news/articles/2022-08-12/RGIASGT0AFB401,バーキン総裁、利上げ｢継続していくしかない｣ －70年代の反省で,0.179,ポジティブ,7,2,2,11
2022-08-29,https://www.bloomberg.co.jp/news/articles/2022-08-29/RHEDKRDWRGG001,ＦＲＢに利上げ裁量、介入考えず－民主党議員の批判後に大統領報道官,-0.0093,中立,3,4,1,8
2022-08-29,https://www.bloomberg.co.jp/news/articles/2022-08-29/RHEBIZDWRGG001,パニックの兆候ほとんど見られず－米株式市場で３兆ドル吹き飛んでも,-0.0949,中立,6,5,5,16
2022-08-29,https://www.bloomberg.co.jp/news/articles/2022-08-29/RHE9BWDWRGG101,フランス企業のエネルギー使用量、今冬に制限も－首相が省エネ要請,0.0217,中立,4,3,1,8
2022-08-29,https://www.bloomberg.co.jp/news/articles/2022-08-29/RHEAIET0G1KZ01,ＮＹ銅、下落－ＦＲＢのタカ派姿勢巡る懸念が供給リスク上回る,-0.4091,ネガティブ,1,5,2,8
2022-08-29,https://www.bloomberg.co.jp/news/articles/2022-08-29/RHE7QEDWRGG001,ＦＲＢのＱＴが９月に「本格化」、９兆ドルのバランスシート圧縮加速,0.2197,ポジティブ,10,2,2,14
2022-09-08,https://www.bloomberg.co.jp/news/articles/2022-09-08/RHVBLPT0AFB401,政府が追加物価高対策を発表へ、円安で資源高騰－予備費３兆円超措置,0.1021,ポジティブ,10,4,7,21
2022-09-08,https://www.bloomberg.co.jp/news/articles/2022-09-08/RHWJE2T1UM0W01,英国のエリザベス女王が死去、在位期間は歴代最長－96歳,0.2967,ポジティブ,22,3,2,27
2022-09-08,https://www.bloomberg.co.jp/news/articles/2022-09-08/RHWS6QT0G1KW01,米財務長官、富裕層・法人増税あらためて主張－歴史的水準に回帰を,0.1755,ポジティブ,5,1,1,7
2022-09-08,https://www.bloomberg.co.jp/news/articles/2022-09-08/RHWSGDT1UM0X01,グッゲンハイムのマイナード氏、株価は10月半ばまでに20％下落も,-0.0129,中立,4,3,2,9
2022-09-08,https://www.bloomberg.co.jp/news/articles/2022-09-08/RHWUKYT1UM0Y01,グロース氏、急落したポンドをロングに－ドルは過大評価,0.0792,中立,5,3,0,8
2022-09-14,https://www.bloomberg.co.jp/news/articles/2022-09-14/RI7YLIDWLU6A01,米鉄道スト、回避目指す上院での取り組み失敗－サンダース議員が反対,-0.4097,ネガティブ,2,6,2,10
2022-09-14,https://www.bloomberg.co.jp/news/articles/2022-09-14/RI7ZOZDWLU6801,100ｂｐ利上げ観測弱まる､９月ＦＯＭＣ－確率33％未満とＪＰモルガン,0.0192,中立,2,2,2,6
2022-09-14,https://www.bloomberg.co.jp/news/articles/2022-09-14/RI7WZVDWX2PU01,米鉄道のストライキ突入警戒し商品市場が動揺、天然ガス先物急騰,-0.4274,ネガティブ,3,10,2,15
2022-09-14,https://www.bloomberg.co.jp/news/articles/2022-09-14/RI7V7SDWLU6P01,米上院外交委、台湾政策法案可決－ホワイトハウスは法案の一部に難色,-0.0775,中立,4,5,3,12
2022-09-14,https://www.bloomberg.co.jp/news/articles/2022-09-14/RI7W36DWX2PS01,レイ・ダリオ氏、金利が4.5％に達すれば株価は20％近く下落と予想,-0.1404,ネガティブ,2,3,4,9
2022-09-26,https://www.bloomberg.co.jp/news/articles/2022-09-26/RIU841DWX2PT01,英経済対策「思慮に欠け甘い」とオニール氏－利上げ加速で住宅直撃も,-0.2853,ネガティブ,1,4,1,6
2022-09-26,https://www.bloomberg.co.jp/news/articles/2022-09-26/RIU2IPDWX2PS01,【ウクライナ】スノーデン容疑者にロシア国籍、大統領令で付与,-0.0686,中立,9,10,3,22
2022-09-26,https://www.bloomberg.co.jp/news/articles/2022-09-26/RIU3XEDWX2PV01,ＦＲＢの貿易加重ドル指数、過去最高値更新－コロナ禍の下げを消す,0.0082,中立,3,3,1,7
2022-09-26,https://www.bloomberg.co.jp/news/articles/2022-09-26/RIU5IWDWLU6801,バイデン政権、ポンド安受け国際金融市場の動向監視－ホワイトハウス,0.1492,ポジティブ,7,3,3,13
2022-09-26,https://www.bloomberg.co.jp/news/articles/2022-09-26/RIU2RZDWLU6D01,クリーブランド連銀総裁、一段の引き締め政策がより長期間必要に,0.2889,ポジティブ,8,0,3,11
2022-10-04,https://www.bloomberg.co.jp/news/articles/2022-10-04/RIWUPUDWRGG001,自民がコロナ特化ファンド含む企業支援策提言へ、ゼロゼロ融資終了で,0.0521,中立,13,7,7,27
2022-10-04,https://www.bloomberg.co.jp/news/articles/2022-10-04/RJ8W1KDWLU6801,ツイッターＬＢＯ、前進ならウォール街に１兆8000億円の頭痛の種,-0.0832,中立,6,4,1,11
2022-10-04,https://www.bloomberg.co.jp/news/articles/2022-10-04/RJ8K4KT0G1KW01,ＦＲＢ高官、インフレ抑制の決意強調－経済に痛手でも引き締め遂行,0.0088,中立,10,7,1,18
2022-10-04,https://www.bloomberg.co.jp/news/articles/2022-10-04/RJ8ZH4T0G1KW01,ビットコイン、２万ドル台－２営業日としては約１カ月ぶり大幅上昇,0.2242,ポジティブ,8,2,2,12
2022-10-11,https://www.bloomberg.co.jp/news/articles/2022-10-11/RJII5ET1UM0W01,円が９月の円買い介入前の安値下回る－約24年ぶり安値を更新,-0.002,中立,9,4,4,17
2022-10-11,https://www.bloomberg.co.jp/news/articles/2022-10-11/RJLZXQDWX2PS01,東芝の元子会社ウェスチングハウス、加ウラン鉱山会社が株式取得へ,0.2706,ポジティブ,6,1,0,7
2022-10-11,https://www.bloomberg.co.jp/news/articles/2022-10-11/RJDBIXDWLU6A01,日本関連Ｍ＆Ａ活発化､円安など追い風に案件２割増-三菱モルガン,0.2301,ポジティブ,15,2,5,22
2022-10-11,https://www.bloomberg.co.jp/news/articles/2022-10-11/RJLZS3DWX2QD01,Ｇ７の為替介入は協調行動の際に効果的だった－仏中銀総裁,0.1877,ポジティブ,3,2,2,7
2022-10-11,https://www.bloomberg.co.jp/news/articles/2022-10-11/RJLUUDDWX2PS01,マスク氏の衛星ネット事業「スターリンク」、日本で開始－アジア初,0.5301,ポジティブ,8,0,0,8
2022-10-14,https://www.bloomberg.co.jp/news/articles/2022-10-14/RJR912DWX2PS01,【米国市況】株が急反落、インフレ期待上昇が響く－ドル148円台後半,-0.1705,ネガティブ,10,23,14,47
2022-10-14,https://www.bloomberg.co.jp/news/articles/2022-10-14/RJRDTPDWRGG001,ブラード総裁、｢悪質｣インフレは利上げ前倒し継続を正当化－ロイター,0.1983,ポジティブ,6,2,1,9
2022-10-14,https://www.bloomberg.co.jp/news/articles/2022-10-14/RJREYBDWRGG001,鈴木財務相、円には「急速で一方的な動き」－ＮＹ市場でドル伸び悩む,-0.0864,中立,0,1,3,4
2022-10-14,https://www.bloomberg.co.jp/news/articles/2022-10-14/RJRBPCDWLU6801,アトランタ連銀総裁の取引、ＦＲＢ議長が監督機関に調査を指示,-0.114,ネガティブ,3,4,0,7
2022-10-14,https://www.bloomberg.co.jp/news/articles/2022-10-14/RJR8RDDWRGG001,イエレン長官、インフレ退治が米国の最優先課題－ドルは市場に委ねる,0.2104,ポジティブ,7,2,1,10
2022-11-04,https://www.bloomberg.co.jp/news/articles/2022-11-04/RKUEISDWLU6801,北朝鮮「最後まで超強力な対応」、米国の軍事的挑発を非難－ＫＣＮＡ,-0.0044,中立,1,2,1,4
2022-11-04,https://www.bloomberg.co.jp/news/articles/2022-11-04/RKU08ADWLU6C01,米国株が５日ぶりに上昇－ドルは大幅安・146円台後半,-0.1265,ネガティブ,8,13,17,38
2022-11-04,https://www.bloomberg.co.jp/news/articles/2022-11-04/RKU2K3DWRGG001,【欧州市況】株が上昇、約７週ぶり高値－英独の長期債は下落,-0.0137,中立,6,4,6,16
2022-11-04,https://www.bloomberg.co.jp/news/articles/2022-11-04/RKTUE3DWX2QA01,米雇用統計は大幅利上げ正当化、50ｂｐ予想変わらずとも－市場の見方,0.0525,中立,6,4,3,13
2022-11-04,https://www.bloomberg.co.jp/news/articles/2022-11-04/RKTVR0DWLU6801,今年のボーナスは厳しい、独ベレンベルクが従業員に通知－取引低調で,-0.1803,ネガティブ,2,4,2,8
2022-11-11,https://www.bloomberg.co.jp/news/articles/2022-11-11/RL7B96DWX2PS01,サマーズ氏、エンロン型「不正の匂い」を指摘－ＦＴＸメルトダウン,-0.0374,中立,7,7,5,19
2022-11-11,https://www.bloomberg.co.jp/news/articles/2022-11-11/RL75BZDWRGG001,【米国市況】円が138円台に急伸－株は続伸、週間で６月以来の大幅高,0.035,中立,16,11,16,43
2022-11-11,https://www.bloomberg.co.jp/news/articles/2022-11-11/RL7810DWX2PS01,ＦＴＸ、仮想通貨デリバティブ直接取引の計画撤回－関係者,-0.1672,ネガティブ,2,4,1,7
2022-11-11,https://www.bloomberg.co.jp/news/articles/2022-11-11/RL73EMDWLU6801,【欧州市況】株は週間ベースで３月以来の大幅高、国債は軒並み下落,-0.0937,中立,8,6,4,18
2022-11-11,https://www.bloomberg.co.jp/news/articles/2022-11-11/RL6YDADWX2PS01,英中銀テンレイロ委員、来年利下げの必要も－深刻な景気後退なら,0.1694,ポジティブ,7,2,3,12
2022-12-02,https://www.bloomberg.co.jp/news/articles/2022-12-02/RMA0P7T0AFB401,【米国市況】Ｓ＆Ｐ500小幅安、雇用統計受けた売り一巡－ドル134円台,-0.0284,中立,14,13,9,36
2022-12-02,https://www.bloomberg.co.jp/news/articles/2022-12-02/RM9XOUT1UM0W01,シカゴ連銀総裁、政策金利ピークは若干高めの水準に－インフレ退治で,0.1618,ポジティブ,4,1,3,8
2022-12-02,https://www.bloomberg.co.jp/news/articles/2022-12-02/RM9ZJMT0G1KW01,【欧州市況】株反落、週間では21年以降最長の連騰－国債は軒並み下落,-0.1234,ネガティブ,7,9,4,20
2022-12-02,https://www.bloomberg.co.jp/news/articles/2022-12-02/RM9XUOT1UM0W01,エラリアン氏、ＦＲＢの市場との対話が「ボラティリティーを助長」,-0.2665,ネガティブ,2,6,0,8
2022-12-02,https://www.bloomberg.co.jp/news/articles/2022-12-02/RM9SGFT1UM0W01,ＥＣＢの量的引き締めに制限不要、市場に「十分な強さ」－独連銀総裁,0.015,中立,4,4,2,10
2022-12-16,https://www.bloomberg.co.jp/news/articles/2022-12-16/RN017ODWX2PS01,【米国市況】株３日続落、断固たる利上げ姿勢嫌気－136円台に円反発,-0.189,ネガティブ,14,27,9,50
2022-12-16,https://www.bloomberg.co.jp/news/articles/2022-12-16/RN04HPT0AFB401,メスター総裁、インフレ退治には５％超の金利を維持する必要,0.1666,ポジティブ,6,1,1,8
2022-12-16,https://www.bloomberg.co.jp/news/articles/2022-12-16/RMZVQTDWX2PS01,ブラックストーンの富裕層向け不動産ファンド、償還要求にＳＥＣ動く,-0.3488,ネガティブ,2,11,6,19
2022-12-16,https://www.bloomberg.co.jp/news/articles/2022-12-16/RMZTXWDWRGG001,バイデン米政権、戦略備蓄の補充計画開始－まず300万バレル購入,0.33,ポジティブ,4,1,0,5
2022-12-16,https://www.bloomberg.co.jp/news/articles/2022-12-16/RMZTCKT0G1KW01,米国のリセッション時期、「先送り」された可能性－サマーズ氏,0.1556,ポジティブ,8,3,1,12
2022-12-20,https://www.bloomberg.co.jp/news/articles/2022-12-20/RN7R40T1UM0Y01,政府、宇宙領域に特化した安全保障構想を文書にまとめる方針－報道,0.5623,ポジティブ,3,0,0,3
2022-12-20,https://www.bloomberg.co.jp/news/articles/2022-12-20/RN7LWLT0AFBR01,エクソンの時価総額、テスラ追い抜く－成長株からバリュー株にシフト,-0.1729,ネガティブ,5,5,1,11
2022-12-20,https://www.bloomberg.co.jp/news/articles/2022-12-20/RN6BWET0AFB401,日銀ＹＣＣ修正サプライズ、一段の金利上昇と円高への圧力が継続か,-0.0104,中立,10,8,7,25
2022-12-20,https://www.bloomberg.co.jp/news/articles/2022-12-20/RN7MPVT0AFB501,ＦＴＸ前ＣＥＯ、米国への身柄引き渡しを巡り21日にバハマで審理,0.0818,中立,3,1,3,7
2022-12-20,https://www.bloomberg.co.jp/news/articles/2022-12-20/RN7E2YDWX2PT01,ツイッター調査を米ＦＴＣが拡大、セキュリティーに懸念－関係者,-0.1341,ネガティブ,4,9,4,17
2023-01-13,https://www.bloomberg.co.jp/news/articles/2023-01-13/ROFEAIT0AFBU01,米ブラックロック、長期投資ファンドへの顧客資金流入続く,0.4339,ポジティブ,5,0,1,6
2023-01-13,https://www.bloomberg.co.jp/news/articles/2023-01-13/ROFCQDT0G1KZ01,中国国有の東方航空と南方航空、ニューヨーク証取の上場廃止へ,-0.0743,中立,1,2,2,5
2023-01-13,https://www.bloomberg.co.jp/news/articles/2023-01-13/ROFU5ST0G1KW01,バイデン米大統領、２月７日に一般教書演説－連邦議会で,0.3537,ポジティブ,4,0,1,5
2023-01-13,https://www.bloomberg.co.jp/news/articles/2023-01-13/ROFSP8T1UM0W01,【米国市況】株続伸、Ｓ＆Ｐ500種は4000に接近－円は127円台に上昇,-0.0065,中立,19,20,10,49
2023-01-13,https://www.bloomberg.co.jp/news/articles/2023-01-13/ROFSVCT0G1KX01,【欧州市況】株上昇、年初来ベースは過去最大の上げ－ドイツ債下落,0.0317,中立,7,4,5,16
2023-01-18,https://www.bloomberg.co.jp/news/articles/2023-01-18/ROPAZIT0G1KW01,アルコア株が下落、今年のアルミ出荷見通しが市場予想下回る,-0.2389,ネガティブ,5,7,1,13
2023-01-18,https://www.bloomberg.co.jp/news/articles/2023-01-18/ROO0CAT0G1KW01,19日の日本市場、揺り戻し相場か－長期金利0.4％台、円買い、株反落,-0.1186,ネガティブ,6,7,4,17
